A1,A2,A3,A4,A5,A6,A7,A8,C
20,37,7.4,177.6,C,68.4,B,108.4,D
14,41,20.5,123,B,95.5,A,115.5,B
17,46,13.5294117647059,238.117647058824,C,81.5294117647059,B,125.529411764706,D
8,32,16,192,C,81,B,125,D
8,25,18.75,131.25,A,65.75,A,95.75,C
7,27,27,216,C,77,B,125,D
6,33,33,264,C,98,B,150,D
12,36,24,180,A,86,A,122,C
6,38,44.3333333333333,82.3333333333333,A,121.333333333333,A,134.333333333333,A
2,40,120,160,A,191,A,203,A
3,32,42.6666666666667,224,A,114.666666666667,A,150.666666666667,C
3,29,38.6666666666667,203,A,101.666666666667,A,131.666666666667,C
6,39,45.5,169,B,109.5,A,129.5,B
14,41,14.6428571428571,111.285714285714,B,75.6428571428571,A,101.642857142857,B
12,23,13.4166666666667,72.8333333333333,B,57.4166666666667,A,79.4166666666667,B
16,20,7.5,27.5,A,66.5,A,77.5,A
9,21,18.6666666666667,39.6666666666667,A,77.6666666666667,A,87.6666666666667,A
7,48,54.8571428571429,308.571428571429,A,134.857142857143,A,170.857142857143,C
6,43,57.3333333333333,200.666666666667,B,139.333333333333,A,163.333333333333,B
7,48,48,192,B,136,A,158,B
17,47,22.1176470588235,207.352941176471,A,108.117647058824,A,138.117647058824,C
14,36,18,162,A,77,A,116,C
16,40,12.5,157.5,A,87.5,A,126.5,C
11,36,19.6363636363636,55.6363636363636,A,75.6363636363636,A,85.6363636363636,A
10,38,15.2,106.4,B,85.2,A,105.2,B
15,34,15.8666666666667,149.6,A,74.8666666666667,A,104.866666666667,C
3,23,53.6666666666667,230,A,102.666666666667,A,135.666666666667,C
18,20,4.44444444444444,97.7777777777778,C,61.4444444444444,B,109.444444444444,D
16,37,16.1875,53.1875,A,73.1875,A,84.1875,A
6,21,24.5,136.5,A,75.5,A,111.5,C
10,35,28,252,C,94,B,142,D
5,38,45.6,83.6,A,123.6,A,133.6,A
8,36,36,288,C,103,B,151,D
6,21,28,98,B,75,A,99,B
16,22,8.25,30.25,A,67.25,A,80.25,A
16,20,10,120,C,54,B,102,D
15,33,13.2,184.8,C,86.2,B,134.2,D
14,40,11.4285714285714,205.714285714286,C,86.4285714285714,B,126.428571428571,D
18,50,11.1111111111111,122.222222222222,B,97.1111111111111,A,123.111111111111,B
3,41,109.333333333333,150.333333333333,A,189.333333333333,A,200.333333333333,A
14,36,15.4285714285714,154.285714285714,A,71.4285714285714,A,107.428571428571,C
15,35,11.6666666666667,186.666666666667,C,68.6666666666667,B,116.666666666667,D
3,43,57.3333333333333,100.333333333333,A,129.333333333333,A,141.333333333333,A
1,45,315,1440,C,387,B,435,D
10,22,11,66,B,67,A,87,B
17,27,7.94117647058823,139.764705882353,C,62.9411764705882,B,102.941176470588,D
13,26,14,160,C,66,B,110,D
9,42,28,210,A,96,A,129,C
20,32,8,120,A,62,A,95,C
19,49,10.3157894736842,118.631578947368,B,81.3157894736842,A,101.315789473684,B
15,37,9.86666666666667,187.466666666667,C,73.8666666666667,B,121.866666666667,D
3,41,109.333333333333,150.333333333333,A,189.333333333333,A,200.333333333333,A
19,36,11.3684210526316,142.105263157895,A,86.3684210526316,A,119.368421052632,C
12,37,15.4166666666667,104.833333333333,B,75.4166666666667,A,95.4166666666667,B
9,50,44.4444444444444,283.333333333333,A,115.444444444444,A,145.444444444444,C
5,27,43.2,70.2,A,109.2,A,122.2,A
13,41,25.2307692307692,198.692307692308,A,89.2307692307692,A,125.230769230769,C
5,30,24,54,A,91,A,101,A
8,32,32,128,B,103,A,123,B
20,48,16.8,194.4,A,97.8,A,136.8,C
14,36,10.2857142857143,185.142857142857,C,85.2857142857143,B,137.285714285714,D
16,23,10.0625,99.1875,A,62.0625,A,101.0625,C
5,42,50.4,184.8,B,117.4,A,143.4,B
10,49,19.6,68.6,A,98.6,A,108.6,A
13,29,15.6153846153846,178.461538461538,C,79.6153846153846,B,127.615384615385,D
13,33,15.2307692307692,48.2307692307692,A,74.2307692307692,A,85.2307692307692,A
19,50,10.5263157894737,242.105263157895,C,97.5263157894737,B,149.526315789474,D
12,23,15.3333333333333,38.3333333333333,A,68.3333333333333,A,78.3333333333333,A
13,34,18.3076923076923,156.923076923077,A,89.3076923076923,A,122.307692307692,C
3,46,122.666666666667,337.333333333333,B,189.666666666667,A,209.666666666667,B
2,40,80,480,C,143,B,195,D
20,41,16.4,172.2,A,82.4,A,118.4,C
9,32,17.7777777777778,199.111111111111,C,74.7777777777778,B,126.777777777778,D
15,33,17.6,202.4,C,70.6,B,114.6,D
15,28,9.33333333333333,37.3333333333333,A,65.3333333333333,A,75.3333333333333,A
16,26,8.125,136.5,C,74.125,B,118.125,D
16,49,15.3125,64.3125,A,104.3125,A,115.3125,A
8,21,13.125,34.125,A,68.125,A,79.125,A
19,23,7.26315789473684,60.5263157894737,B,55.2631578947368,A,77.2631578947368,B
12,40,20,240,C,97,B,145,D
16,40,15,55,A,78,A,88,A
10,30,12,84,B,69,A,89,B
9,47,20.8888888888889,203.666666666667,A,102.888888888889,A,138.888888888889,C
13,34,10.4615384615385,44.4615384615385,A,84.4615384615385,A,96.4615384615385,A
8,37,18.5,222,C,84.5,B,128.5,D
15,46,21.4666666666667,269.866666666667,C,94.4666666666667,B,146.466666666667,D
4,40,60,200,B,137,A,157,B
5,25,35,180,A,94,A,133,C
4,42,84,504,C,160,B,204,D
8,20,10,90,A,58,A,88,C
14,32,13.7142857142857,137.142857142857,A,78.7142857142857,A,111.714285714286,C
14,20,5.71428571428571,102.857142857143,C,64.7142857142857,B,108.714285714286,D
6,39,26,130,B,101,A,125,B
16,39,14.625,53.625,A,91.625,A,103.625,A
14,25,12.5,75,B,66.5,A,88.5,B
9,38,29.5555555555556,135.111111111111,B,90.5555555555556,A,112.555555555556,B
19,20,4.21052631578947,24.2105263157895,A,64.2105263157895,A,74.2105263157895,A
4,22,27.5,99,B,84.5,A,110.5,B
15,22,10.2666666666667,32.2666666666667,A,55.2666666666667,A,66.2666666666667,A
5,48,67.2,345.6,A,145.2,A,178.2,C
20,49,9.8,176.4,A,98.8,A,128.8,C
6,21,21,168,C,66,B,118,D
4,37,37,296,C,94,B,142,D
13,35,16.1538461538462,153.461538461538,A,71.1538461538462,A,107.153846153846,C
10,42,33.6,151.2,B,101.6,A,121.6,B
18,32,12.4444444444444,133.333333333333,A,66.4444444444444,A,96.4444444444444,C
13,36,11.0769230769231,47.0769230769231,A,86.0769230769231,A,96.0769230769231,A
16,24,7.5,126,C,63.5,B,115.5,D
13,35,21.5384615384615,169.615384615385,A,81.5384615384615,A,120.538461538462,C
7,36,25.7142857142857,123.428571428571,B,94.7142857142857,A,118.714285714286,B
6,50,33.3333333333333,166.666666666667,B,111.333333333333,A,133.333333333333,B
19,33,8.68421052631579,83.3684210526316,B,72.6842105263158,A,92.6842105263158,B
9,46,35.7777777777778,245.333333333333,A,120.777777777778,A,156.777777777778,C
8,32,20,156,A,74,A,104,C
14,27,13.5,40.5,A,69.5,A,79.5,A
19,26,9.57894736842105,71.1578947368421,B,61.5789473684211,A,81.5789473684211,B
12,29,9.66666666666667,154.666666666667,C,64.6666666666667,B,112.666666666667,D
18,43,19.1111111111111,248.444444444444,C,98.1111111111111,B,150.111111111111,D
19,24,6.31578947368421,121.263157894737,C,51.3157894736842,B,95.3157894736842,D
7,47,33.5714285714286,241.714285714286,A,102.571428571429,A,141.571428571429,C
15,34,15.8666666666667,149.6,A,71.8666666666667,A,101.866666666667,C
12,30,12.5,42.5,A,72.5,A,84.5,A
17,46,10.8235294117647,170.470588235294,A,86.8235294117647,A,125.823529411765,C
12,23,7.66666666666667,30.6666666666667,A,59.6666666666667,A,71.6666666666667,A
6,26,21.6666666666667,47.6666666666667,A,71.6666666666667,A,84.6666666666667,A
16,20,8.75,86.25,A,52.75,A,85.75,C
8,46,23,207,A,98,A,134,C
2,42,84,126,A,163,A,176,A
15,25,13.3333333333333,153.333333333333,C,65.3333333333333,B,117.333333333333,D
20,24,9.6,100.8,A,71.6,A,101.6,C
8,50,37.5,175,B,119.5,A,145.5,B
4,27,40.5,270,C,88.5,B,132.5,D
18,26,8.66666666666667,34.6666666666667,A,54.6666666666667,A,66.6666666666667,A
11,25,18.1818181818182,86.3636363636364,B,82.1818181818182,A,102.181818181818,B
16,29,9.0625,76.125,B,58.0625,A,80.0625,B
4,30,37.5,135,B,96.5,A,120.5,B
16,25,12.5,75,B,61.5,A,87.5,B
18,45,17.5,250,C,87.5,B,131.5,D
18,31,10.3333333333333,41.3333333333333,A,62.3333333333333,A,72.3333333333333,A
7,47,47,282,A,134,A,173,C
10,37,25.9,125.8,B,95.9,A,117.9,B
16,46,14.375,60.375,A,84.375,A,94.375,A
10,22,11,99,A,53,A,89,C
19,27,8.52631578947368,71.0526315789474,B,71.5263157894737,A,95.5263157894737,B
16,45,22.5,202.5,A,87.5,A,126.5,C
19,46,14.5263157894737,242.105263157895,C,89.5263157894737,B,141.526315789474,D
9,29,16.1111111111111,180.444444444444,C,75.1111111111111,B,123.111111111111,D
13,26,12,76,B,58,A,84,B
5,35,28,126,B,96,A,122,B
20,48,16.8,129.6,B,102.8,A,124.8,B
16,21,7.875,28.875,A,55.875,A,65.875,A
14,31,11.0714285714286,84.1428571428571,B,70.0714285714286,A,92.0714285714286,B
6,30,40,140,B,94,A,114,B
17,23,5.41176470588235,56.8235294117647,B,61.4117647058824,A,85.4117647058823,B
5,43,68.8,447.2,C,146.8,B,186.8,D
16,48,15,63,A,87,A,99,A
7,30,25.7142857142857,55.7142857142857,A,77.7142857142857,A,89.7142857142857,A
18,34,15.1111111111111,98.2222222222222,B,74.1111111111111,A,100.111111111111,B
17,34,16,100,B,83,A,105,B
4,43,86,129,A,159,A,169,A
12,30,10,80,B,60,A,84,B
3,30,40,70,A,100,A,111,A
8,22,19.25,165,C,69.25,B,109.25,D
12,24,12,72,B,67,A,89,B
11,32,11.6363636363636,87.2727272727273,B,66.6363636363636,A,86.6363636363636,B
13,35,21.5384615384615,56.5384615384615,A,94.5384615384615,A,105.538461538462,A
10,31,24.8,167.4,A,81.8,A,111.8,C
14,49,21,280,C,103,B,155,D
8,33,28.875,185.625,A,100.875,A,136.875,C
13,31,16.6923076923077,95.3846153846154,B,78.6923076923077,A,98.6923076923077,B
11,48,30.5454545454545,235.636363636364,A,107.545454545455,A,146.545454545455,C
10,20,14,136,C,73,B,125,D
17,45,21.1764705882353,66.1764705882353,A,97.1764705882353,A,110.176470588235,A
2,43,150.5,387,B,227.5,A,249.5,B
9,23,12.7777777777778,107.333333333333,A,56.7777777777778,A,86.7777777777778,C
5,49,68.6,235.2,B,143.6,A,165.6,B
2,34,102,272,B,171,A,193,B
15,35,18.6666666666667,107.333333333333,B,81.6666666666667,A,101.666666666667,B
4,47,82.25,258.5,B,163.25,A,189.25,B
19,49,12.8947368421053,123.789473684211,B,91.8947368421053,A,113.894736842105,B
14,43,15.3571428571429,175.071428571429,A,95.3571428571429,A,128.357142857143,C
10,21,12.6,134.4,C,55.6,B,99.6,D
6,42,42,252,A,106,A,142,C
10,40,32,288,C,105,B,153,D
13,32,9.84615384615385,125.538461538462,A,64.8461538461538,A,94.8461538461538,C
2,21,42,126,B,86,A,110,B
12,31,18.0833333333333,147.25,A,76.0833333333333,A,115.083333333333,C
14,26,11.1428571428571,37.1428571428571,A,59.1428571428571,A,70.1428571428571,A
2,22,77,396,C,119,B,171,D
18,45,15,180,A,89,A,125,C
3,38,50.6666666666667,266,A,108.666666666667,A,138.666666666667,C
1,31,124,155,A,185,A,197,A
18,34,15.1111111111111,49.1111111111111,A,77.1111111111111,A,90.1111111111111,A
3,44,73.3333333333333,469.333333333333,C,147.333333333333,B,195.333333333333,D
11,22,8,60,B,69,A,91,B
11,33,21,54,A,81,A,91,A
15,42,14,224,C,86,B,130,D
16,41,12.8125,215.25,C,82.8125,B,122.8125,D
12,30,17.5,142.5,A,85.5,A,121.5,C
19,46,14.5263157894737,121.052631578947,B,84.5263157894737,A,106.526315789474,B
18,43,19.1111111111111,124.222222222222,B,99.1111111111111,A,125.111111111111,B
19,27,11.3684210526316,153.473684210526,C,69.3684210526316,B,117.368421052632,D
12,39,22.75,61.75,A,97.75,A,109.75,A
14,23,13.1428571428571,108.428571428571,A,65.1428571428571,A,101.142857142857,C
10,49,29.4,156.8,B,106.4,A,126.4,B
2,28,112,420,A,168,A,201,C
9,26,14.4444444444444,80.8888888888889,B,63.4444444444444,A,87.4444444444444,B
15,35,18.6666666666667,107.333333333333,B,81.6666666666667,A,101.666666666667,B
